# collprof 0.9 output file
# Sun Oct 26 12:33:51 2008
# host: brunhilde
# Init clockdiff: 0.000000

MPI_Init:-:140734714680652:140734714680640:1.0
MPI_Bcast:3.0:5648928:12:13,1,1:0:5641280,0,4:4.0
MPI_Bcast:5.0:5648928:12:13,1,1:0:5641280,0,4:6.0
MPI_Bcast:7.0:5648928:12:13,1,1:0:5641280,0,4:8.0
MPI_Bcast:9.0:5648928:12:13,1,1:0:5641280,0,4:10.0
MPI_Bcast:11.0:5648928:12:13,1,1:0:5641280,0,4:12.0
# Finalize clockdiff: 0.000000
MPI_Finalize:13.0:-
